Product_Name,Brand,Rating,Monthly_Sales,Price_SAR,Old_Price_SAR,Offer,Shipping,Competition_Count,Category_Main,Category_Sub,Market_Competition,Brand_Class,Is_Rated,Has_Sales,Discount,Weight_Est,Shipping_Cost,Referral_Fee_Rate,Referral_Fee_Value,Price_After_Discount,Price_Drop,Final_Cost,Net_Revenue,Is_Profitable,Competition_Level,Market_Competition_Level,Supplier_Count,Avg_Supplier_Score,Avg_Entry_Cost,Avg_Price_Range,Supply_Index,Cost_Index,Category_Level,Attractiveness,Demand_Index
Vinyl Dumbbells 2KG Pair SKY LAND,sky land,4.6,50.0,53.08,53.08,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,6.9004,42.464,0.0,77.964,35.5636,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Adjustable Dumbbell Set 10KG,generic,3.6,0.0,130.9,130.9,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,17.017000000000003,104.72000000000001,0.0,140.22000000000003,87.703,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
12KG Dumbbell Set with Rack SKY LAND,sky land,3.8,0.0,158.65,168.65,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,20.6245,126.92000000000002,10.0,162.42000000000002,106.29550000000002,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
2-in-1 40KG Dumbbell & Barbell HEALTH CARRIER,health carrier,3.3,0.0,453.9,490.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,59.007,363.12,36.10000000000002,398.62,304.113,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Rubber Dumbbells Odorless PROIRON,proiron,4.5,0.0,109.99,109.99,0,FREE delivery,1,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,14.2987,109.99,0.0,145.49,95.6913,1,low,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Fitness Adjustable Dumbbell Set 50KG,generic,,0.0,499.0,499.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,0,1,0.2,8.0,35.5,13.0,64.87,399.20000000000005,0.0,434.70000000000005,334.33000000000004,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Hex Dumbbell Set with Rack,generic,4.3,0.0,1999.0,1999.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,259.87,1599.2,0.0,1634.7,1339.33,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Hexagon Neoprene Dumbbells Yes4All,yes4all,4.8,0.0,37.01,37.01,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,midrange,1,1,0.0,8.0,35.5,13.0,4.8113,37.01,0.0,72.50999999999999,32.198699999999995,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Elite EXP Adjustable Dumbbells POWERBLOCK,powerblock,4.6,0.0,1466.38,1949.17,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,190.62940000000003,1173.104,482.78999999999996,1208.604,982.4746,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
1KG Hex Rubber Dumbbell Body Sculpture,body sculpture,4.5,0.0,19.95,21.95,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,2.5935,15.96,2.0,51.46,13.3665,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Hex Dumbbell 15KG Body Sculpture,body sculpture,,0.0,149.0,279.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,0,1,0.2,8.0,35.5,13.0,19.37,119.2,130.0,154.7,99.83,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbells 6LB Set AmazonBasics,amazonbasics,4.8,0.0,59.0,59.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,7.67,47.2,0.0,82.7,39.53,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Vinyl Dumbbells Set of 2 Fitness World,fitness world,3.6,0.0,69.0,69.0,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,8.97,69.0,0.0,104.5,60.03,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Dumbbell Weight Range 20KG FW109,fitness world,3.8,0.0,170.1,189.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,22.113,136.08,18.900000000000006,171.58,113.96700000000001,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbells Set of 6 YALLA HomeGym,yalla homegym,4.5,0.0,150.0,150.0,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,19.5,150.0,0.0,185.5,130.5,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbells 3KG Smilee,smilee,4.2,0.0,75.0,75.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,9.75,60.0,0.0,95.5,50.25,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Automatic Adjustable Dumbbells 40KG,yalla homegym,3.7,0.0,1999.0,1999.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,259.87,1599.2,0.0,1634.7,1339.33,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Weightlifting Weights 15KG FW116,fitness world,5.0,0.0,132.61,179.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,17.239300000000004,106.08800000000002,46.389999999999986,141.58800000000002,88.84870000000002,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Dumbbells Set 5KG,generic,,0.0,129.99,129.99,0,Delivery 12 SAR,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,0,1,0.0,8.0,35.5,13.0,16.8987,129.99,0.0,165.49,113.0913,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Adjustable Dumbbell 20KG 0TO1,0to1,4.2,0.0,219.0,219.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,28.470000000000002,175.20000000000002,0.0,210.70000000000002,146.73000000000002,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Vinyl Dumbbells 1KG SKY LAND,sky land,4.5,0.0,26.54,26.54,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,3.4502,21.232,0.0,56.732,17.7818,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Hex Dumbbell Set 2.5–20KG MASTON,maston,3.9,0.0,2699.0,2699.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,350.87,2159.2000000000003,0.0,2194.7000000000003,1808.3300000000004,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Double Vinyl Dumbbells 3KG,generic,5.0,0.0,75.0,75.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,9.75,60.0,0.0,95.5,50.25,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Rubber Coated Hex Dumbbells SKY LAND,sky land,4.3,0.0,97.31,97.31,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,12.650300000000001,97.31,0.0,132.81,84.6597,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Coloured Hex Dumbbell Set Signature Fitness,signature fitness,4.6,0.0,131.1,131.1,—,Delivery 59.32,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,17.043,131.1,0.0,166.6,114.05699999999999,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Adjustable Dumbbells 36KG,generic,2.0,0.0,1049.0,1049.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,136.37,839.2,0.0,874.7,702.83,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Hex Dumbbell Pair Cast Iron,generic,3.8,0.0,128.0,128.0,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,16.64,128.0,0.0,163.5,111.36,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Adjustable Dumbbells Chrome 15KG SKY LAND,sky land,4.0,0.0,203.37,223.46,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,26.438100000000002,162.69600000000003,20.090000000000003,198.19600000000003,136.25790000000003,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Vinyl Dumbbells 2KG Pair SKY LAND,sky land,4.6,0.0,53.08,53.08,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,6.9004,42.464,0.0,77.964,35.5636,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
6-in-1 Adjustable Set Motezen,generic,1.9,0.0,259.98,259.98,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,33.7974,259.98,0.0,295.48,226.1826,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Chrome Handle Dumbbell Body Sculpture,body sculpture,3.3,0.0,240.0,240.0,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,31.200000000000003,240.0,0.0,275.5,208.8,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Vinyl Dumbbell 2KG AL121,generic,5.0,0.0,28.8,28.8,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,3.744,23.040000000000003,0.0,58.540000000000006,19.296000000000003,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Vinyl Dumbbells 3KG Pair SKY LAND,sky land,4.5,0.0,79.61,79.61,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,10.3493,63.688,0.0,99.188,53.3387,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Hex Dumbbell 12KG Body Sculpture,body sculpture,5.0,0.0,129.0,199.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,16.77,103.2,70.0,138.7,86.43,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Weight Lifting Dumbbell 3KG FW Fitness World,fitness world,5.0,0.0,40.05,40.05,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.2,8.0,35.5,13.0,5.2065,32.04,0.0,67.53999999999999,26.8335,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbells 3KG Fitness World,fitness world,,0.0,45.0,45.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,0,1,0.2,8.0,35.5,13.0,5.8500000000000005,36.0,0.0,71.5,30.15,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Dumbbell 6KG Blue FITNESS MAX,generic,,0.0,140.0,140.0,20% off,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,0,1,0.2,8.0,35.5,13.0,18.2,112.0,0.0,147.5,93.8,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbell ENDLESS,endless,4.5,0.0,64.0,68.11,Save 6%,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.06,8.0,35.5,13.0,8.32,60.16,4.109999999999999,95.66,51.839999999999996,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Hex Shaped Dumbbell Sunny Health,sunny health & fitness,4.8,0.0,59.75,68.3,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,7.7675,59.75,8.549999999999997,95.25,51.9825,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbells Pair PROIRON,proiron,4.5,0.0,59.99,59.99,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,7.7987,59.99,0.0,95.49000000000001,52.1913,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
20KG Dumbbells Set RovyFota,rovyfota,5.0,0.0,219.0,219.0,Coupon 169,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,28.470000000000002,219.0,0.0,254.5,190.53,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Pair of Dumbbells 3KG,generic,,0.0,74.0,74.0,20% off,Delivery 12 SAR,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,0,1,0.2,8.0,35.5,13.0,9.620000000000001,59.2,0.0,94.7,49.58,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Adjustable Dumbbells 4-in-1 PASYOU,pasyou,4.6,0.0,389.99,389.99,Coupon 284.99,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,50.6987,389.99,0.0,425.49,339.2913,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
Neoprene Dumbbells Pair PROIRON,proiron,4.5,50.0,255.0,255.0,0,FREE delivery,0,"Sports, Fitness & Camping",Dumbbells,10000,generic,1,1,0.0,8.0,35.5,13.0,33.15,255.0,0.0,290.5,221.85,1,no competition,medium,0.285,0.7709867061689542,0.0,0.01822966591415724,0.8762487492847503,1.0,Highly Attractive,0.7502094730243953,0.4683371205974255
LEVOIT Air Purifiers for Large Home Bedroom 83m²,clevot,4.6,100.0,899.0,1299.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,125.86000000000001,719.2,400.0,750.7,593.34,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Air Purifiers for 60㎡ Large Room,generic,4.8,0.0,335.0,335.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,46.900000000000006,268.0,0.0,299.5,221.1,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Air Purifier for Home Up to 80 m²,p290,4.2,0.0,365.0,365.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,51.1,292.0,0.0,323.5,240.9,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
LEVOIT Smart Air Purifiers for Home Large Room,levoit,4.6,100.0,1198.0,1599.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.2,4.0,31.5,14.0,167.72000000000003,958.4000000000001,401.0,989.9000000000001,790.6800000000001,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
LEVOIT Air Purifier for Home Bedroom,levoit,4.2,500.0,228.0,299.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.2,4.0,31.5,14.0,31.92,182.4,71.0,213.9,150.48000000000002,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
LEVOIT Smart Air Purifier Core300S,levoit,4.6,0.0,540.0,799.0,20% off,FREE delivery,1,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.2,4.0,31.5,14.0,75.60000000000001,432.0,259.0,463.5,356.4,1,low,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Philips Air Purifier PureProtect Mini,philips,4.5,50.0,473.0,799.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,66.22000000000001,378.40000000000003,326.0,409.90000000000003,312.18,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
LEVOIT Smart WiFi Air Purifier Core 200S,levoit,4.6,0.0,449.99,449.99,0,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.0,4.0,31.5,14.0,62.99860000000001,449.99,0.0,481.49,386.9914,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
LEVOIT Air Purifiers Home Dust Smoke Pet Hair Core 300,levoit,4.5,0.0,449.99,449.99,0,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.0,4.0,31.5,14.0,62.99860000000001,449.99,0.0,481.49,386.9914,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
LEVOIT Smart Air Purifiers Large Room (duplicate),levoit,4.6,100.0,1198.0,1599.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.2,4.0,31.5,14.0,167.72000000000003,958.4000000000001,401.0,989.9000000000001,790.6800000000001,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
AIRTOK HEPA Air Purifier for Bedroom Home,airtok,4.4,100.0,299.99,299.99,Buy SAR 50 Save 30%,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.3,4.0,31.5,14.0,41.9986,209.993,0.0,241.493,167.99439999999998,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Honeywell Air Purifier Air touch V1,honeywell,4.5,50.0,228.96,269.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,32.0544,183.168,40.03999999999999,214.668,151.11360000000002,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
ibsun Air Purifier for Large Rooms 100㎡,ibsun,4.3,0.0,476.0,476.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,66.64,380.8,0.0,412.3,314.16,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Levoit Air Purifier Core 300 (40m²),levoit,4.5,100.0,449.99,449.99,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,midrange,1,1,0.2,4.0,31.5,14.0,62.99860000000001,359.992,0.0,391.492,296.9934,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Airtok Air Purifier 1848sq.ft,airtok,4.6,50.0,499.99,499.99,Buy SAR 50 Save 30%,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.3,4.0,31.5,14.0,69.99860000000001,349.993,0.0,381.493,279.9944,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
MORENTO Air Purifier HY4866,morento,4.5,50.0,449.99,449.99,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,62.99860000000001,359.992,0.0,391.492,296.9934,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Philips PureProtect 3200 AC3220/10,philips,4.2,0.0,1399.0,1999.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,195.86,1119.2,600.0,1150.7,923.34,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Philips PureProtect 4200 AC4220/12,philips,4.4,0.0,1695.0,2499.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,237.3,1356.0,804.0,1387.5,1118.7,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
FULMINARE PU-P05 Air Purifier,fulminare,4.4,0.0,159.99,259.99,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,22.398600000000002,127.99200000000002,100.0,159.49200000000002,105.59340000000002,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
PHILIPS High Performance AC2939/90,philips,4.4,0.0,999.0,1427.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,139.86,799.2,428.0,830.7,659.34,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Honeywell Air touch V1 (3-in-1),honeywell,4.0,0.0,229.0,269.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,32.06,183.20000000000002,40.0,214.70000000000002,151.14000000000001,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
MORENTO Air Purifier MR5866,morento,4.2,0.0,459.99,459.99,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,generic,1,1,0.2,4.0,31.5,14.0,64.3986,367.992,0.0,399.492,303.59340000000003,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
BLACK+DECKER AP3560-B5,black+decker,3.8,0.0,825.0,896.0,20% off,FREE delivery,0,Kitchen & Appliances,Air Purifiers,30000,premium,1,1,0.2,4.0,31.5,14.0,115.50000000000001,660.0,71.0,691.5,544.5,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
