Product_Name,Brand,Rating,Monthly_Sales,Price_SAR,Old_Price_SAR,Offer,Shipping,Competition_Count,Category_Main,Category_Sub,Market_Competition,Brand_Class,Is_Rated,Has_Sales,Discount,Weight_Est,Shipping_Cost,Referral_Fee_Rate,Referral_Fee_Value,Price_After_Discount,Price_Drop,Final_Cost,Net_Revenue,Is_Profitable,Competition_Level,Market_Competition_Level,Supplier_Count,Avg_Supplier_Score,Avg_Entry_Cost,Avg_Price_Range,Supply_Index,Cost_Index,Category_Level,Attractiveness,Demand_Index
Yakiter 4-in-1 Waterproof 3.0 Flash Drive,yakiter,5.0,,49.99,44.99,Coupon,FREE delivery,0,Computers & Office Supplies,USB Flash Drives,3000,generic,1,0,0.0,1.0,20.5,15.0,7.4985,49.99,-5.0,70.49000000000001,42.4915,1,no competition,low,0.065,0.5767709040046345,0.9654099844175913,0.033221103591008855,0.5279411455583747,0.034590015582408706,Attractive,0.2847312277296463,0.28992969846852823
Key-Shape USB Flash Disk,silver alloy,,,96.37,96.37,20% off,FREE delivery,0,Computers & Office Supplies,USB Flash Drives,3000,generic,0,0,0.2,1.0,20.5,15.0,14.4555,77.096,0.0,97.596,62.6405,1,no competition,low,0.065,0.5767709040046345,0.9654099844175913,0.033221103591008855,0.5279411455583747,0.034590015582408706,Attractive,0.2847312277296463,0.28992969846852823
Dual-Connector High-Speed USB 3.0 + Type-C,generic,,,89.0,89.0,20% off,FREE delivery,0,Computers & Office Supplies,USB Flash Drives,3000,generic,0,0,0.2,1.0,20.5,15.0,13.35,71.2,0.0,91.7,57.85,1,no competition,low,0.065,0.5767709040046345,0.9654099844175913,0.033221103591008855,0.5279411455583747,0.034590015582408706,Attractive,0.2847312277296463,0.28992969846852823
OVAQUIXI Key-Shape USB Flash Drive,ovaquixi,,,98.26,98.26,20% off,FREE delivery,1,Computers & Office Supplies,USB Flash Drives,3000,generic,0,0,0.2,1.0,20.5,15.0,14.739,78.608,0.0,99.108,63.869,1,low,low,0.065,0.5767709040046345,0.9654099844175913,0.033221103591008855,0.5279411455583747,0.034590015582408706,Attractive,0.2847312277296463,0.28992969846852823
Power Bank 20000mAh 65W Mini,generic,,,112.99,112.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,0,0,0.2,0.4,19.5,5.5,6.214449999999999,90.392,0.0,109.892,84.17755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 30000mAh 65W Mini,generic,,,169.99,169.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,0,0,0.2,0.4,19.5,5.5,9.349450000000001,135.99200000000002,0.0,155.49200000000002,126.64255000000001,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh 100W,ugreen,4.3,500.0,199.0,299.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,10.945,159.20000000000002,100.0,178.70000000000002,148.25500000000002,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Magsafe Power Bank 10000mAh,ugreen,4.2,400.0,189.0,199.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,10.395,151.20000000000002,10.0,170.70000000000002,140.805,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 10000mAh 22.5W,iniu,4.4,400.0,79.99,109.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,4.39945,63.992,30.0,83.49199999999999,59.592549999999996,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh 22.5W,ugreen,4.3,500.0,109.0,129.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,5.995,87.2,20.0,106.7,81.205,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 10000mAh,anker,3.9,500.0,69.0,119.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,3.795,55.2,50.0,74.7,51.405,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 25000mAh 210W,cuktech,4.4,,349.0,399.0,—,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,0,0.0,0.4,19.5,5.5,19.195,349.0,50.0,368.5,329.805,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh 210W,cuktech,4.6,,289.0,289.0,—,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,0,0.0,0.4,19.5,5.5,15.895,289.0,0.0,308.5,273.105,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh 55W,cuktech,4.5,1458.0,159.0,159.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,8.745,127.2,0.0,146.7,118.455,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Nano Power Bank 5000mAh,anker,4.2,200.0,109.0,109.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,5.995,87.2,0.0,106.7,81.205,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 25000mAh 165W,anker,4.5,500.0,319.0,499.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,17.545,255.20000000000002,180.0,274.70000000000005,237.65500000000003,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 10000mAh Mini,veektomx,4.2,300.0,59.99,59.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,3.29945,47.992000000000004,0.0,67.492,44.692550000000004,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh Built-in Cable,pdbest,4.1,200.0,119.0,129.0,—,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.0,0.4,19.5,5.5,6.545,119.0,10.0,138.5,112.455,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 10000mAh 15W,belkin,4.1,100.0,49.0,56.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,2.695,39.2,7.0,58.7,36.505,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh Essential,anker,3.9,300.0,99.0,169.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,5.445,79.2,70.0,98.7,73.755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Nexode Power Bank 130W,ugreen,4.2,400.0,229.0,329.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,12.595,183.20000000000002,100.0,202.70000000000002,170.60500000000002,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 10000mAh 30W,anker,4.2,200.0,188.0,249.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,10.34,150.4,61.0,169.9,140.06,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Slim Power Bank 10000mAh,iniu,4.5,50.0,49.99,79.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,2.74945,39.992000000000004,29.999999999999993,59.492000000000004,37.24255,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ECON 20000mAh,goui,3.8,,89.0,89.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,0,0.2,0.4,19.5,5.5,4.8950000000000005,71.2,0.0,90.7,66.305,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh Built-in Cables,vrurc,4.2,50.0,129.99,129.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,7.149450000000001,103.99200000000002,0.0,123.49200000000002,96.84255000000002,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
621 Lightning Power Bank 5000mAh,anker,3.8,100.0,109.0,109.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,5.995,87.2,0.0,106.7,81.205,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh 45W,iniu,4.5,50.0,139.99,139.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,7.699450000000001,111.99200000000002,0.0,131.49200000000002,104.29255000000002,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Foldable Power Bank 5000mAh,anker,4.1,100.0,89.0,149.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,4.8950000000000005,71.2,60.0,90.7,66.305,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Zolo Power Bank 10000mAh,anker,4.6,,159.0,159.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,0,0.2,0.4,19.5,5.5,8.745,127.2,0.0,146.7,118.455,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
PowerCore 20K II,anker,4.1,100.0,149.0,149.0,20% off,FREE delivery,3,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,8.195,119.2,0.0,138.7,111.005,1,low,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 20000mAh Built-in Cable,ugreen,4.6,,139.0,169.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,0,0.2,0.4,19.5,5.5,7.6450000000000005,111.2,30.0,130.7,103.555,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Magnetic Power Bank 10000mAh,anker,4.6,100.0,139.0,249.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,7.6450000000000005,111.2,110.0,130.7,103.555,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 24000mAh 140W,anker,4.4,100.0,359.0,499.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,19.745,287.2,140.0,306.7,267.455,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 25000mAh 100W,iniu,4.4,50.0,269.99,269.99,20% off,FREE delivery,2,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,14.849450000000001,215.99200000000002,0.0,235.49200000000002,201.14255000000003,1,low,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 10000mAh with Watch Charger,wastde,4.1,,80.0,129.0,20% off,—,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,0,0.2,0.4,19.5,5.5,4.4,64.0,49.0,83.5,59.6,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Mini Power Bank 5000mAh,veger,3.7,,62.99,62.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,0,0.2,0.4,19.5,5.5,3.4644500000000003,50.392,0.0,69.892,46.927550000000004,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
باور بنك 20000 مللي أمبير بحجم صغير,generic,,,112.99,112.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,0,0,0.2,0.4,19.5,5.5,6.214449999999999,90.392,0.0,109.892,84.17755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Powerology 8-in-1 Power Bank Station Set,powerology,4.4,24.0,958.99,1599.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,52.74445,767.192,640.01,786.692,714.44755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
CUKTECH CP25 Power Bank 20000mAh,cuktech,4.5,1400.0,159.0,159.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,8.745,127.2,0.0,146.7,118.455,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Bank 30000mAh Mini Size,generic,,,169.99,169.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,0,0,0.2,0.4,19.5,5.5,9.349450000000001,135.99200000000002,0.0,155.49200000000002,126.64255000000001,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ROMOSS Power Bank 10000mAh,romoss,4.2,478.0,89.0,139.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,4.8950000000000005,71.2,50.0,90.7,66.305,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ACMIC Power Bank 10000mAh,acmic,3.9,84.0,49.99,49.99,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,2.74945,39.992000000000004,0.0,59.492000000000004,37.24255,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Anker 523 Power Bank,anker,4.3,10700.0,115.0,115.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,6.325,92.0,0.0,111.5,85.675,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Anker MagGo Power Bank (10000mAh),anker,4.4,1600.0,299.0,299.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,16.445,239.20000000000002,0.0,258.70000000000005,222.75500000000002,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Anker 737 Power Bank (24K),anker,4.4,15200.0,359.0,499.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,19.745,287.2,140.0,306.7,267.455,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Power Pod Mini Charger,generic,,,29.0,29.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,0,0,0.2,0.4,19.5,5.5,1.595,23.200000000000003,0.0,42.7,21.605000000000004,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Belkin USB-C Portable Charger 20000mAh,belkin,4.1,4200.0,99.0,112.17,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,5.445,79.2,13.170000000000002,98.7,73.755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Baseus Blade H1 Power Bank,baseus,4.4,181.0,259.0,259.0,—,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.0,0.4,19.5,5.5,14.245,259.0,0.0,278.5,244.755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Promate Mini Power Bank 5000mAh,promate,3.9,16.0,85.0,99.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,4.675,68.0,14.0,87.5,63.325,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Anker Power Bank 622 Magnetic,anker,4.3,8900.0,199.0,199.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,10.945,159.20000000000002,0.0,178.70000000000002,148.25500000000002,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Anker PowerCore 20K,anker,4.5,2600.0,129.0,157.99,20% off,FREE delivery,1,"Mobiles, Tablets & Accessories",Power Banks,476,midrange,1,1,0.2,0.4,19.5,5.5,7.095,103.2,28.99000000000001,122.7,96.105,1,low,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
VEGER Magnetic Wireless Power Bank 10000mAh,veger,4.3,22.0,99.0,99.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Power Banks,476,generic,1,1,0.2,0.4,19.5,5.5,5.445,79.2,0.0,98.7,73.755,1,no competition,low,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
Baseus EP10 Pro Wireless In-Ear Headphones,baseus,4.4,50.0,119.0,189.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,midrange,1,1,0.2,1.0,20.5,12.0,14.28,95.2,70.0,115.7,80.92,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
soundcore by Anker P20i True Wireless Earbuds,soundcore by anker,4.2,1000.0,89.0,99.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,generic,1,1,0.2,1.0,20.5,12.0,10.68,71.2,10.0,91.7,60.52,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
UGREEN HiTune Max5C Headphones Wireless,ugreen,4.5,200.0,125.0,139.0,20% off,FREE delivery,0,Smart Security Devices,Headphones,6000,midrange,1,1,0.2,1.0,20.5,12.0,15.0,100.0,14.0,120.5,85.0,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
SoundPEATS T3 Pro Wireless Earbuds,soundpeats,4.1,50.0,63.2,79.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,midrange,1,1,0.2,1.0,20.5,12.0,7.584,50.56,15.799999999999997,71.06,42.976,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
Apple AirPods 4 Wireless Earbuds,apple,4.2,1000.0,449.0,599.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,premium,1,1,0.2,1.0,20.5,12.0,53.879999999999995,359.20000000000005,150.0,379.70000000000005,305.32000000000005,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
Apple AirPods Pro 3 Wireless Earbuds,apple,4.5,1000.0,999.0,1049.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,premium,1,1,0.2,1.0,20.5,12.0,119.88,799.2,50.0,819.7,679.32,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
JOYROOM JR-T03S TWS Earphones,joyroom,3.3,100.0,39.0,54.27,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,generic,1,1,0.2,1.0,20.5,12.0,4.68,31.200000000000003,15.270000000000003,51.7,26.520000000000003,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
Xiaomi Redmi Buds 6 Active AI Earphones,xiaomi,4.2,100.0,65.0,99.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,midrange,1,1,0.2,1.0,20.5,12.0,7.8,52.0,34.0,72.5,44.2,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
soundcore P30i by Anker (Noise Cancelling),anker,4.2,100.0,97.0,97.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,midrange,1,1,0.2,1.0,20.5,12.0,11.639999999999999,77.60000000000001,0.0,98.10000000000001,65.96000000000001,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
Soundcore R50i True Wireless Earbuds,anker,4.2,300.0,67.0,75.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,midrange,1,1,0.2,1.0,20.5,12.0,8.04,53.6,8.0,74.1,45.56,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
SOUNDPEATS POP Clip Open-Ear Earphones,soundpeats,4.2,200.0,108.0,159.0,20% off,FREE delivery,0,Smart Security Devices,Headphones,6000,midrange,1,1,0.2,1.0,20.5,12.0,12.959999999999999,86.4,51.0,106.9,73.44000000000001,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
HUAWEI FreeBuds SE 2 (White),huawei,4.3,500.0,70.47,70.47,20% off,No featured offers,0,Smart Security Devices,Earbuds,6000,generic,1,1,0.2,1.0,20.5,12.0,8.4564,56.376000000000005,0.0,76.876,47.9196,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
HUAWEI FreeBuds SE 2 (Blue),huawei,4.3,400.0,89.0,89.0,20% off,No featured offers,0,Smart Security Devices,Earbuds,6000,generic,1,1,0.2,1.0,20.5,12.0,10.68,71.2,0.0,91.7,60.52,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
soundcore Liberty 4 NC,anker,4.2,400.0,399.0,419.0,20% off,FREE delivery,0,Smart Security Devices,Earbuds,6000,midrange,1,1,0.2,1.0,20.5,12.0,47.879999999999995,319.20000000000005,20.0,339.70000000000005,271.32000000000005,1,no competition,medium,0.0,0.014761326730917013,0.7885451799347947,0.9425508582568018,0.18083080506056803,0.21145482006520533,Moderate,0.2666102617272113,0.37231143547369827
